external_id,reference,project,developer,unit_type_raw,bedrooms,bathrooms,area_sqm,price_omr,status,review_flag,source_tab,notes
ID:100.L2.2BHK.08,ID:100.L2.2BHK.08,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,163.0,86959.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 2; BUA 102.0 + terrace 61.0 = sellable 163.0 sqm; second (current) list price 91,307 OMR — first price column used; dub 3.11.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L4.2BHK.09,ID:100.L4.2BHK.09,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,145.0,82450.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 4; BUA 97.0 + terrace 48.0 = sellable 145.0 sqm; second (current) list price 86,573 OMR — first price column used; dub 3.11.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L6.SD.07,ID:100.L6.SD.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,64.0,49052.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 55.0 + terrace 9.0 = sellable 64.0 sqm; second (current) list price 51,504 OMR — first price column used; dub 3.11.2026"
ID:100.L7.2BHK.10,ID:100.L7.2BHK.10,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,150.0,97480.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 107.0 + terrace 43.0 = sellable 150.0 sqm; second (current) list price 102,354 OMR — first price column used; dub 3.11.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L1.SD.06,ID:100.L1.SD.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,65.0,46861.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 1; BUA 55.0 + terrace 10.0 = sellable 65.0 sqm; second (current) list price 49,204 OMR — first price column used; dub 3.14.2026"
ID:100.L2.2BHK.10,ID:100.L2.2BHK.10,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,153.0,90301.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 2; BUA 106.0 + terrace 47.0 = sellable 153.0 sqm; second (current) list price 94,817 OMR — first price column used; dub 3.14.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L3.3BHK.04,ID:100.L3.3BHK.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,190.0,115044.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 3; BUA 135.0 + terrace 55.0 = sellable 190.0 sqm; second (current) list price 120,796 OMR — first price column used; dub 3.14.2026"
ID:100.L7.3BHK.04,ID:100.L7.3BHK.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,189.0,119436.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 131.0 + terrace 58.0 = sellable 189.0 sqm; second (current) list price 125,407 OMR — first price column used; dub 3.14.2026"
ID:100.L7.2BHK.08,ID:100.L7.2BHK.08,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,155.0,94961.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 104.0 + terrace 50.0 = sellable 155.0 sqm; second (current) list price 99,709 OMR — first price column used; dub 3.14.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.2BHK.09,ID:100.L7.2BHK.09,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,145.0,87339.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 96.0 + terrace 49.0 = sellable 145.0 sqm; second (current) list price 91,706 OMR — first price column used; dub 3.14.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.SD.07,ID:100.L7.SD.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,64.0,49986.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 55.0 + terrace 9.0 = sellable 64.0 sqm; second (current) list price 52,485 OMR — first price column used; dub 3.14.2026"
ID:100.PH.01,ID:100.PH.01,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Palace,,,1136.0,506077.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); floor: #REF! error in sheet; BUA 460.0 + terrace 676.0 = sellable 1136.0 sqm; second (current) list price 531,381 OMR — first price column used; dub 3.14.2026; sheet type 'Sky Palace' mapped to penthouse (ID:100.PH.* = penthouse); same physical unit as main-tab ref YEN4 (kept both; external ids differ)"
ID:100.L1.SD.07,ID:100.L1.SD.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,64.0,46716.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 1; BUA 55.0 + terrace 9.0 = sellable 64.0 sqm; second (current) list price 49,052 OMR — first price column used; dub 3.15.2026"
ID:100.L3.2BHK.10,ID:100.L3.2BHK.10,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,153.0,90301.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 3; BUA 106.0 + terrace 47.0 = sellable 153.0 sqm; second (current) list price 94,817 OMR — first price column used; dub 3.16.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L6.3BHK.01,ID:100.L6.3BHK.01,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,214.0,122692.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 137.0 + terrace 77.0 = sellable 214.0 sqm; second (current) list price 128,827 OMR — first price column used; dub 3.16.2026"
ID:100.L6.2BHK.02,ID:100.L6.2BHK.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,145.0,85162.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 95.0 + terrace 49.0 = sellable 145.0 sqm; second (current) list price 89,420 OMR — first price column used; dub 3.16.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L2.SD.07,ID:100.L2.SD.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,64.0,46716.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 2; BUA 55.0 + terrace 9.0 = sellable 64.0 sqm; second (current) list price 49,052 OMR — first price column used; dub 3.17.2026"
ID:100.L4.3BHK.02,ID:100.L4.3BHK.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,194.0,110640.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 4; BUA 130.0 + terrace 63.0 = sellable 194.0 sqm; second (current) list price 116,172 OMR — first price column used; dub 3.17.2026"
ID:100.L4.2BHK.10,ID:100.L4.2BHK.10,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,153.0,90301.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 4; BUA 106.0 + terrace 47.0 = sellable 153.0 sqm; second (current) list price 94,817 OMR — first price column used; dub 3.17.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L1.SD.08,ID:100.L1.SD.08,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,76.0,46495.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 1; BUA 55.0 + terrace 21.0 = sellable 76.0 sqm; second (current) list price 48,820 OMR — first price column used; dub 3.18.2026"
ID:100.L2.SD.06,ID:100.L2.SD.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,65.0,46861.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 2; BUA 55.0 + terrace 10.0 = sellable 65.0 sqm; second (current) list price 49,204 OMR — first price column used; dub 3.18.2026"
ID:100.L2.SD.08,ID:100.L2.SD.08,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,75.0,46495.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 2; BUA 55.0 + terrace 21.0 = sellable 75.0 sqm; second (current) list price 48,820 OMR — first price column used; dub 3.24.2026"
ID:100.L6.3BHK.02,ID:100.L6.3BHK.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,192.0,120818.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 135.0 + terrace 57.0 = sellable 192.0 sqm; second (current) list price 126,859 OMR — first price column used; dub 3.24.2026"
ID:100.L6.2BHK.04,ID:100.L6.2BHK.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,158.0,95551.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 107.0 + terrace 51.0 = sellable 158.0 sqm; second (current) list price 100,329 OMR — first price column used; dub 3.24.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.3BHK.01,ID:100.L7.3BHK.01,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,216.0,125029.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 137.0 + terrace 78.0 = sellable 216.0 sqm; second (current) list price 131,280 OMR — first price column used; dub 3.24.2026"
ID:100.L7.2BHK.01,ID:100.L7.2BHK.01,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,155.0,94151.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 104.0 + terrace 51.0 = sellable 155.0 sqm; second (current) list price 98,859 OMR — first price column used; dub 3.24.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.SD.01,ID:100.L7.SD.01,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,71.0,49504.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 54.0 + terrace 17.0 = sellable 71.0 sqm; second (current) list price 51,979 OMR — first price column used; dub 3.24.2026"
ID:100.L7.SD.02,ID:100.L7.SD.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,71.0,49604.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 55.0 + terrace 16.0 = sellable 71.0 sqm; second (current) list price 52,084 OMR — first price column used; dub 3.24.2026"
ID:100.L3.SD.06,ID:100.L3.SD.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,65.0,46861.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 3; BUA 55.0 + terrace 10.0 = sellable 65.0 sqm; second (current) list price 49,204 OMR — first price column used; dub 3.25.2026"
ID:100.L3.SD.07,ID:100.L3.SD.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,64.0,46716.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 3; BUA 55.0 + terrace 9.0 = sellable 64.0 sqm; second (current) list price 49,052 OMR — first price column used; dub 3.25.2026"
ID:100.L6.3BHK.04,ID:100.L6.3BHK.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,189.0,117203.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 131.0 + terrace 58.0 = sellable 189.0 sqm; second (current) list price 123,063 OMR — first price column used; dub 3.26.2026"
ID:100.L6.2BHK.06,ID:100.L6.2BHK.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,133.0,95069.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 107.0 + terrace 27.0 = sellable 133.0 sqm; second (current) list price 99,823 OMR — first price column used; dub 3.26.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L6.2BHK.07,ID:100.L6.2BHK.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,150.0,96515.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 108.0 + terrace 42.0 = sellable 150.0 sqm; second (current) list price 101,341 OMR — first price column used; dub 3.26.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.2BHK.04,ID:100.L7.2BHK.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,158.0,97371.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 107.0 + terrace 51.0 = sellable 158.0 sqm; second (current) list price 102,240 OMR — first price column used; dub 3.26.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.2BHK.06,ID:100.L7.2BHK.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,133.0,96880.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 107.0 + terrace 27.0 = sellable 133.0 sqm; second (current) list price 101,724 OMR — first price column used; dub 3.26.2026; sheet type 'Sky Residence' mapped to apartment"
ID:100.L5.SD.06,ID:100.L5.SD.06,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,65.0,46861.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 5; BUA 55.0 + terrace 10.0 = sellable 65.0 sqm; second (current) list price 49,204 OMR — first price column used"
ID:100.L6.2BHK.10,ID:100.L6.2BHK.10,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,150.0,95658.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 6; BUA 107.0 + terrace 43.0 = sellable 150.0 sqm; second (current) list price 100,441 OMR — first price column used; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.3BHK.02,ID:100.L7.3BHK.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Villa,3,,195.0,122855.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 135.0 + terrace 60.0 = sellable 195.0 sqm; second (current) list price 128,998 OMR — first price column used"
ID:100.L7.2BHK.07,ID:100.L7.2BHK.07,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Residence,2,,150.0,98353.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 108.0 + terrace 42.0 = sellable 150.0 sqm; second (current) list price 103,271 OMR — first price column used; sheet type 'Sky Residence' mapped to apartment"
ID:100.L7.SD.03,ID:100.L7.SD.03,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,71.0,49741.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 55.0 + terrace 16.0 = sellable 71.0 sqm; second (current) list price 52,228 OMR — first price column used"
ID:100.L7.SD.04,ID:100.L7.SD.04,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Loggia Studio,0,,71.0,49741.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); Level 7; BUA 55.0 + terrace 16.0 = sellable 71.0 sqm; second (current) list price 52,228 OMR — first price column used"
ID:100.PH.02,ID:100.PH.02,Yenaier Residences / Hay Al We'am,Adrak / Adanté,Sky Palace,,,1148.0,498377.0,available,false,sky_price_list,"project inferred: Yenaier Residence (ID:100.* scheme matches main-tab YEN refs; ID:100.PH.01 price equals YEN4); floor: #REF! error in sheet; BUA 453.0 + terrace 695.0 = sellable 1148.0 sqm; second (current) list price 523,296 OMR — first price column used; sheet type 'Sky Palace' mapped to penthouse (ID:100.PH.* = penthouse)"
OC-V33B-1210,OC-V33B-1210,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,572280.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1208,OC-V33B-1208,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,572280.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1209,OC-V33B-1209,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,572280.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1210B,OC-V33B-1210B,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,572280.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1200,OC-V33B-1200,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,601210.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1219,OC-V33B-1219,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,611060.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1223,OC-V33B-1223,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,611060.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V33B-1189,OC-V33B-1189,AIDA,Dar Global / AIDA,Detached Villa,4,,315.75,663075.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf View; 3398.7 sq.ft -> 315.75 sqm; AED column ignored
OC-V41-1212,OC-V41-1212,AIDA,Dar Global / AIDA,Detached Villa,5,,386.27,686900.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4157.78 sq.ft -> 386.27 sqm; AED column ignored
OC-V41-1213,OC-V41-1213,AIDA,Dar Global / AIDA,Detached Villa,5,,386.27,686900.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4157.78 sq.ft -> 386.27 sqm; AED column ignored
OC-V41-1214,OC-V41-1214,AIDA,Dar Global / AIDA,Detached Villa,5,,386.27,686900.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4157.78 sq.ft -> 386.27 sqm; AED column ignored
OC-V41-1211,OC-V41-1211,AIDA,Dar Global / AIDA,Detached Villa,5,,386.27,710010.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4157.78 sq.ft -> 386.27 sqm; AED column ignored
OC-V41A-1137,OC-V41A-1137,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,771240.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
OC-V41A-1135,OC-V41A-1135,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,771240.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
OC-V41A-1136,OC-V41A-1136,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,771240.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf-Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
OC-V41A-1127,OC-V41A-1127,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,792670.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf - Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
OC-V41A-1128,OC-V41A-1128,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,814090.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf - Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
OC-V41A-1126,OC-V41A-1126,AIDA,Dar Global / AIDA,Detached Villa,5,,403.27,822660.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf Partial Sea View; 4340.76 sq.ft -> 403.27 sqm; AED column ignored
TR-V41TM-1141,TR-V41TM-1141,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,903320.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
TR-V41TM-1140,TR-V41TM-1140,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,903320.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
TR-V41TM-1143,TR-V41TM-1143,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,903320.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
TR-V41TM-1145,TR-V41TM-1145,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,903320.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
TR-V41T-1331,TR-V41T-1331,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,925990.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Golf; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
TR-V41TM-1139,TR-V41TM-1139,AIDA,Dar Global / AIDA,Detached Villa,5,,405.7,962150.0,available,false,aida_oceana,AIDA OCEANA; view: Sea & Cliff; 4366.91 sq.ft -> 405.7 sqm; AED column ignored
E24-V002,E24-V002,Wadi Zaha,Al Ahly Sabbour,Lavish Standalone Villa (4BD),4,,388.0,362670.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg E24-V002; garden 332.0 sqm; view Central Park 7; position Corner; gross price + 5% (18,133.50) = 380,803.50 OMR total; delivery 3.5"
E24-V005,E24-V005,Wadi Zaha,Al Ahly Sabbour,Lavish Standalone Villa (4BD),4,,388.0,362670.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg E24-V005; garden 332.0 sqm; view Central Park 7; position Corner; gross price + 5% (18,133.50) = 380,803.50 OMR total; delivery 3.5"
E29-V004,E29-V004,Wadi Zaha,Al Ahly Sabbour,Lavish Standalone Villa (4BD),4,,388.0,362355.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg col says E01-V004 (differs from unit code — review typo); garden 308.0 sqm; position Corner; gross price + 5% (18,117.75) = 380,472.75 OMR total; delivery 3"
E27-B005,E27-B005,Wadi Zaha,Al Ahly Sabbour,Garden Villa 3 BD (Bl),3,,228.0,203490.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg B; floor Ground+First; garden 31.0 sqm; terrace 20.0 sqm; view Inner Court Low; position Corner; gross price + 5% (10,174.50) = 213,664.50 OMR total; delivery 3"
E27-B504,E27-B504,Wadi Zaha,Al Ahly Sabbour,Sky Villa Corner 3 BD with Pool (BI),3,,211.0,202973.4,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg B; floor Fifth+Sixth; terrace 52.0 sqm; view Mountain View; gross price + 5% (10,148.67) = 213,122.07 OMR total; delivery 3"
E24-T009,E24-T009,Wadi Zaha,Al Ahly Sabbour,Spacious Townhouse (3BD),3,,215.0,199815.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg E24-T009; garden 120.0 sqm; position Middle; gross price + 5% (9,990.75) = 209,805.75 OMR total; delivery 3.5"
E24-T016,E24-T016,Wadi Zaha,Al Ahly Sabbour,Spacious Townhouse (3BD),3,,215.0,199815.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg E24-T016; garden 120.0 sqm; position Middle; gross price + 5% (9,990.75) = 209,805.75 OMR total; delivery 3.5"
E26-C511,E26-C511,Wadi Zaha,Al Ahly Sabbour,Sky Villa Corner 3 BD with Pool (BI),3,,209.0,195300.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg C; floor Fifth; view Inner Court High; position Corner; gross price + 5% (9,765.00) = 205,065.00 OMR total; delivery 3.5"
E26-C513,E26-C513,Wadi Zaha,Al Ahly Sabbour,Sky Villa Middle 3 BD (BI),3,,207.0,191100.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg C; floor Fifth; view Street; position Middle; gross price + 5% (9,555.00) = 200,655.00 OMR total; delivery 3.5"
E27-B502,E27-B502,Wadi Zaha,Al Ahly Sabbour,Sky Villa Middle 3 BD (BI),3,,210.0,189630.0,available,false,availability_wadi_zaha,"project inferred: Wadi Zaha (E2x unit codes match main-tab WAZ1–WAZ5 refs); bldg B; floor Fifth+Sixth; terrace 15.0 sqm; view Street; position Middle; gross price + 5% (9,481.50) = 199,111.50 OMR total; delivery 3"
